Tweet,Sentiment
b' just saw my chest n got so mfing uncomfy  /neg',0
b' @jojinswag youre sick for this mentally in the /pos /neg way',0
"b""Thanks to Doc Harlin's tweet I finally checked out @HalfersPower backtest site.  Convinced I'd be all thumbs, but o\ https://t.co/r2QIWJtoKt""",1
b' @drmfan YOURE A HAMILTON FAN WHY DOES THAY MAKE SO MUCH SENSE LIKE NOT NEG OR POS',1
b' @risswasfounded piss why the tina neg',1
b' @MariVtuber sussy chatter /neg',0
b' neg stumminh aahahha okim Getting off twtsry',1
"b' // dsmp neg , poppytwt mention  why the fuck r they talking abt dsmp and comparing the fandom to poppytwt.'",0
b' @kisses4dteam why are u tagging tonmy neg on this . . . do u not realize how fckn insensitive that is???',1
b' being around people is so triggering but in the /neg way i interpret everything so horribly i wanna cry',0
b' screaming noises /neg',0
"b' Just got tickets for a show at a venue where you must prove Vax status, neg test or antibodies. Masks are optional\ https://t.co/c7nwkQjWfM'",1
b' I just saw another c!sam c!dream comaprisok omg /neg',0
"b' @alexpixelk Im nearsighted. Forget whether pos or neg is that but ive got roughly 1s for both, over by an amount l\ https://t.co/fWhtDPigR2'",1
b' // c!phil neg   the immortal man who has barely lost ANYTHING on the server is telling a mortal teenager to give up\ https://t.co/Kn3w3OoehH',0
b' I got my first PQRT on my Daily Anime Ships account  Idk why but  I hope its not /neg https://t.co/Ysx4iiJhpA',1
b' my stretchmarks/neg',0
b' @frveryrs_ crying /neg',0
b' @IarixaI // c!phil neg  but he has chosen ideologies over people he considered himself to be friends with. and acti\ https://t.co/XwcfQFenvH',0
"b' @FroppyOnDeck         not  for  you ,  and  not  funny .  thanks .  / neg'",0
b' @VICCllI ur taste istg /neg',0
b' yk when they said being apart of a trio hurts they were right &lt;//3 /neg /nbh',0
b' public quote retweet /neg  https://t.co/7Co3LojPSE',0
b' @calgarymisfit @Relayer76 With how the media was led by the nose by the CPC/NDP on the CSSG program and ultimately\ https://t.co/XsazGuXsJi',0
"b""c!phil neg //   yeah but i'll always hold a grudge against c!phil for how he treated c!fundy idc""",0
b' i feel so ): /neg',0
"b' /dsmp /roleplay  // c!sam neg , manipulation , abuse , torture mentions  thinking about . c!dream\'s emphasis on ""no\ https://t.co/TnofNlSmb2'",0
b' delivery !    mailed to: @Tinawhaples  sent from: anon  : tina /neg (yk) https://t.co/P8dVwoVkE5',0
"b""@Realist18755467 @SteveSaretsky Only if and when you SELL the asset ( capital gain). It's not ongoing income (like\ https://t.co/OCEfIOWHdU""",1
b' @IarixaI / c!phil neg   the lesson that he was teaching was going to set c!tommy up more than help him. it comes ac\ https://t.co/YIEOJjALLX',0
"b""someone just called us hot and their excuse is that they're 2 years older than the body?!?! /neg -""",0
b' @Embersparks120 @EmanOnTwt trended your name and its /neg btw',1
b' RT @psychiicsimp: white ppl /neg',0
b' RT @snapipup: @MichaelWestBiz @CallumDRFoote he is the worst treasurer He squandered $-billions on profitable corps like Gucci Harvey Norma\',0
"b' @miyfle character neg, pls tag it, or else itll hurt people'",1
"b' @pozonly8 @ThePozConnect Actively chasing at 28, playing bare since 21, still neg at 46\'",1
b' @DadsThoughts1 @wookiedu The moisture in the air is enough to keep it damp inside.  Ive neg bad about having the c\ https://t.co/Bi01SU3ofQ',0
"b' @sbell021 Or maybe kids shouldnt have to compete to afford tuition. But yeah, lets neg them.'",0
"b' @neg_dave Meh, pick your spots.'",1
"b' @IarixaI // c!phil neg   i think he already comes across as the bad guy anyway for helping to get c!dream out of prison ,, favor or not.'",0
b' allistics interacting with my autistic posts  /neg',0
b' the amount of nsfw accs following me is massive /neg',0
b' RT @IarixaI: ONCE AGAIN FOR THE THIRD TIME TODAY IT DOES NOT MATTER IF YOU DO NOT LIKE A CHARACTER TAG YOUR FREAKING CHARACTER NEG THERE AR\',0
b' @lcedgreentea i think ive tweeted techno neg a few times ig',0
b' @iEatPhilza harry is a queerbaiter /neg',0
b' ONCE AGAIN FOR THE THIRD TIME TODAY IT DOES NOT MATTER IF YOU DO NOT LIKE A CHARACTER TAG YOUR FREAKING CHARACTER N\ https://t.co/x3xTP7L7GV',0
"b""idk what the lore situation is, i was out yesterday but i'm just sorry for anyone tweeting c!phil neg, must be toug\ https://t.co/CXZasyNKkJ""",1
b' @Neg_Lagonav No jokes ',0
b' public qrt /neg https://t.co/es3OYli5ov',0
b' // neg   i cant even listen to my favorite song anymore. it brings all the memories back.',0
"b""i have c!phil neg muted all fifty different ways now and it just keeps popping up. i'd like to formally tender my r\ https://t.co/YrICzU5EwH""",1
b' im so hungry /neg',0
b' NEg/DODDLE SHE IS A UNFORGRATFUL DOG THAT DISURVES NOTHING SHES SKWEAKESBAB GETS SCARD TO EASLILY',0
b' literwlly . i m so toxic LOL /neg https://t.co/bH4dv2LMbF',0
b' RT @tmmyAww: // c!Phil neg (?)  C!DREAM GOT PEEPAW ???  https://t.co/RDqb62EZFl',0
"b' @catmaidhbomb @m_mwags lmao i dont think its antfrost. I meant more off, people could have was searching indirects\ https://t.co/giLoCVjDu4'",1
b' it literally fizzes in my mouth so much jfdsildqws /neg https://t.co/uSuUihRWf6',1
"b' //cussing , neg - - - -  if he gets his little friends to dm me one more time im going to lose my shit.'",0
"b""@marcywriter @RepSwalwell It's a double neg. Flip both to positives (remove the negation) and his stupidity becomes crystal clear.""",1
b' @Jayecane Aint that the truth @JayecaneIn my 43yrs on Ive yet2 win anythin!Youd THINK thatd be enough time to\ https://t.co/mWeyBZjOkW',1
b' ive never tweeted /neg about any cc or any subtwt ever before if you see any old tweets going around that wasnt me ive changed.',1
b' @R3dGoner So called free thinkers when they have to neg women',1
b' craig hot /neg /pos',1
b' my mom makes me so anxious /neg',0
"b' /NEG BTW idk why this makes me uncomfortable but it just does \.$,$;vomits'",0
b' oh  my  god  /neg',0
b' @sanstrans @LoveDemPeaches im also actively sobbing bc my mom came in and absolutely roasted me slash neg',0
b' @DaniKumaa are you covid neg yet?',1
b' @AteTooManyFrogs @BiggerChubbzMan YOU /NEG https://t.co/2d9FxHFx93',0
"b' @cha_neg PIN usually takes up to a month to reach you by mail, but it can take longer depending on your location. H\ https://t.co/vsF5DV9fcu'",1
b' @icequeen33333 @vipazchats there is no such thing as phil neg my crow crow can do no wrong ',1
b' @ion__art Mushy /neg (/j) https://t.co/V92mtA0gnP',0
"b""@cha_neg Idk, Perfect practice makes perfect.   If you are doing something poorly for 30 years, you've just turned\ https://t.co/WcYuA0RaSV""",1
b' .@astralxmaximoff can u let me in my mom just died srs gen neg and im crying',0
b' take two : no neg was said with a *cc* pfp before this tweet ',1
b' @MERComics Twitter people /neg',0
b' @bunnelove meow /neg',0
"b""Gn I'm going to sleep I'm very tired even tho I did nothing all day :/ /neg""",0
b' @pattoncake uh oh! whoops! uh oh! (garfield are you /neg or /pos)',1
b' headache ugh /neg',0
b' Love being neg triggered  /s -[blank]',0
b' // loli mention  my irl brother keeps calling me a l0l! /neg',0
b' I just saw someone do a discreet comparing c!sam to c!Dream and I feel very /neg abt that',0
"b' @BIO_BIO god they no joke would say some shit like this, I lake them /neg [/lh]'",0
b' @antisociallie allie i pqrtd you can look at it on priv its not neg :)',1
"b""@WUTangKids I think we're soon going to find out they were already denied entry because they needed a Neg PCR test\ https://t.co/7BO7HFAaG0""",1
"b""not havin fun, idk what's going on with anything or if im doing something wrong and it's building up panic and its\ https://t.co/vCbNshw3w6""",0
b' shawty gay as hell  /neg',0
b' weve been up for 16 hours lol wtf /neg?',0
"b' i really dont like BBH or tommy, and sometimes tweet/like neg about them, so be warned   i ship dnf, kwt, karlna\ https://t.co/52kUeMtzod'",0
"b""@saxious_07 @cha_neg I mean, if the horny bard dies of mummyrot because he got frisky with the undead that's on him.""",1
b' RT @drokane: Raised Anion Gap. An anion is a negatively charged ion that is attracted to a positive anode.  RAG means (++++) &gt;&gt; (--) We for\',1
b' onions. /neg https://t.co/T5A7VCGPu9',0
b' @C0NSTELLA women who fetishize MLM are so\? /neg like can they leave us alone ',0
b' @kurtisconner @WilburSoot ?????????????? I NEED TO DEEP CLEAN MY EYES AM I SEEING THIS RIGHJT??? ( NOT /NEG)',1
"b' oh , i forgot to add *them* ( /neg ) to the simply plural front thing - john'",0
b' thinking about the lyrics to little things cause wtf /neg',0
b' // c!dream neg?   i feel like c!dream smells like sweat n rotten meat. just a thought tho.',0
"b' @butterflyctmmy Im so out of the loop here, everyone on here saying c!phil/tommy neg are just messing about with t\ https://t.co/UMAb1oXPzQ'",1
b' my mom keeps asking about my food and my weight /neg LIKE JUST STFU STFU STFU ',0
b' if you ever get pqrted its me and its /neg',0
b' @saxious_07 One of my favorite sessions of D&amp;D in my life was when Good Saxious here critted our Fighter/Cleric to\ https://t.co/kdbAXj34JC',1
b' luv my dad laughing at autistic issues! very fun! /s /neg',0
b' im tired of diss course if i see cPhil neg im just unfollowing',1
b' RT @saxious_07: I respectfully disagree.',0
"b""The hobby is broad, to be sure. But I believe it wouldn't be unlike doctors. You have general practitioners, and th\ https://t.co/EEoEy4bhMc""",1
"b' While I can see the point of this, I still think that even if you stayed in your comfort zone, the wealth of experi\ https://t.co/2hKvUrWGEj'",1
"b""pqrt is me it's /neg btw""",0
"b""aghhh why do i feel like at times it's very possible that im aro but then im like aaaaaa and and idkk /neg""",0
b' @Dreamwasgnf SHUT UP BEFOTE I EAT YOUR YOUR DUMPY /NEG',0
b' is jackson gay /genq /neg',0
"b' RT @festivebeeduo: hot bitches tag c! neg, hurt n angst i dont make the rules'",1
b' i slept through quackity merch giveaway again? being asian s;ash neg',1
b' my cousins trying to make me watch a alien movie  /neg',0
b' @dr34ml0v3b0t @gnfmissing UR BEING AN INVASIVE FREAK  /neg /gen',0
"b""I can't fucking stand singlets. /neg https://t.co/XMeEM4jQRa""",0
b' WELL IM GOING TO IT RN AND ILL PROBABLY HAVE TO STAY OVERNIGHT SLASH NEG https://t.co/4skh3ulncr',0
"b' Who wants to imagine c!Bad finding out that c!Quackity, someone he wants to reconnect with and trusts, was the one\ https://t.co/lDgRWb0l1G'",1
"b' @sadgray123 where\'s the ""no I would spit on you stinky gay /neg"" option'",0
b' / tommy neg  i dont like him',0
b' RT @lovejoybugs: / c!phil neg  i wasnt sorry. fuck you c!phil /rp /dsmp',0
b' sorry guys i see c tommy neg and become evil especially bc every horrible neg take is literally about trauma and ptsd symptoms',0
b' RT @90DegreeGames: @IndieLegion @Weazel35 Happy #screenshotsaturday  This is our progress for this week: https://t.co/11mspDXyRs  Wishlist\',1
b' missing him again /neg  ',1
"b' A mcyt could murder 90 people and you niggas would still tag it as ""___ neg""'",0
b' @Jsparkpepe especially if those people are abled. their first thoughts shouldnt be oh i need to tag this as cc neg\ https://t.co/tg7hw5kYLi',1
"b""@magic_myconid ...Yeah, I can't think of anything. I think that's got it.""",1
"b""if you don't start tagging your fucking character neg im going to start biting""",1
b' @Mulattomamba_10 happy bday neg led',1
b' RT @TrucksHavingSex: // abuse c!tommy abuse implied c!dream neg implied c!phil crit or neg idk /DSMP /RP mkay im going through and calling\',0
"b' // neg, cursing   I guess no one in my family cares about me. All this hard work and the people I wanna celebrate w\ https://t.co/uPlqAwHkzX'",0
b' RT @lxstslxt: my bf is...gay  /neg',0
b' my bf is...gay  /neg',0
b' RT @TR4UMATICC0R3: singlets /neg',0
"b""@JoeExotic Everybody has herpes except virgins. I don't see this as a neg.""",1
b' @TeamYouTube I was eligible for monetization in June. I had to request my PIN for AdSense in the mail again in Octo\ https://t.co/SxvbL9GQkh',1
b' Ooc. || throws myself on the floor /neg',0
b' I retweeted this because I thought it was a joke because his acting makes me laugh sometimes but neg rly https://t.co/Wq6tslmQf8',0
b' the distance between us is growing &lt;/3 /neg /nbh',0
b' ;; my writings very rnrnrhe rn /neg i apologize',0
b' I DONT KNOW IF THIS IS NEG OR ',1
"b' Whatever,,im leaving/neg'",0
b' @Ikandoit1 literally shut up /pos /neg /die /Ihateyou',0
b' @stRanboo @SkipsterTWO @SlaybossRanboo @GIamrockRanboo Awww my little skruncley /neg',0
b' / some people on twitter /neg',0
"b' @MissNicoletta @nursekelsey Here is a report on it in English, but again, not all the numbers are up to date\ https://t.co/UktrY8CAGW'",1
b' i like how dream antis dont want dream smp stans to interact with them but then go making tiktoks about the communi\ https://t.co/XvRrqwjoC6',1
"b' REMINDER IF YOU FOLLOWED ME FOR THE GIVEAWAY, IM A STRONG C!DREAM APOLOGIST. I always tag things regarding lore (ex\ https://t.co/CB9cAKwr2j'",1
b' @SIMPK00K WHY WOULD U SAY THATJDFKJFD /not neg',1
b' thinking about the rust server wilbur started in febuaray  /neg',1
b' me as aromantic 24/7  romantic attraction disband romantic attraction flop romantic attraction scandal  romantic at\ https://t.co/2GyF7nZO0L',1
b' / tommy neg  tommyinnit is by far NOT the best actor on dsmp https://t.co/MLTek2j9gY',0
b' IM LYING AGAIN /NEG',0
"b' /dsmp rp /c!sam neg  ""Wardern\'s Will Breaker"" + that silence during c!Sapnap\'s visit even before the torture  +  ""He wouldn\'t want to talk""'",0
"b""@SahilBloom These are all great concepts to teach, and I'll bet your child will absorb all to some degree. What the\ https://t.co/JOfms1120G""",1
b' @DrShaneRRR @drvyom Its an interesting choice. My kids PS hasnt had a single case. And theyre doing a lot of out\ https://t.co/XleLAz7Xre',1
b' @michugstina can i pqrt? nothing neg towards u.',1
b' RT @welpclaps: //c!Phil neg? WHY DID YOUR FUCKN GRANDPA LOOKING ASS BURN THE RAPPLE THAT C!RANBOO GAVE C!TOMMY',0
b' Having a meltdown rn bc someone stole my fucking gloves  /neg',0
b' //  implications  of  family  death  -  man  i  miss  my  brother  :(  /neg',0
b' @ctrophyduo why are we dnf? /neg',1
"b' RT @Shem_Blem_: If you know anyone looking for a good and affordable phone to purchase asap, I have a note 8 inclusive of the lightning cha\'",1
b' My god this is such a crap take. Canada REQUIRES people entering via land/sea/air to set up their trips via ArriveC\ https://t.co/D2m2giiPFG',0
b' Brought my sore throated kid to urgent care for a strep (and covid) test. Doc was kindly explaining need for throat\ https://t.co/l017xO4otK',1
"b""RT @KKundrra__FC: want #karankundrra to b happy after coming back with that trophy I want him to see all the positivity, I don't want him t\""",1
b' @ghoulia_irl / tommy neg fuck OUTTA HERE',0
b' cphil neg  cphil would speak Spanish in front of me because i should know it',0
b' @cupTWOst crum chat /neg',1
"b' ""To know self is beginning of wisdom."" Socrates Change does not come w/out self-reflection along w critical self-an\ https://t.co/3w3gPtt4ZS'",1
"b' @neg_dave Ok, even I have trouble with negativity - given the outcome.  They did play a quality opponent. Not like it was a Pacific team :P'",1
b' my dad iz gonna be home soon /neg',0
b' @ASTR3_EXP c!Q is being manipulative and toxic and using c!Tommy for his benefit and c!Phil is being healthy and lo\ https://t.co/xz0E1Bc04k',0
b' so are we just not tagging character neg anymore if its emeraldduo',1
b' // c!dream neg  also- c!dream is still a danger to him. he cant heal from a wound that is still being formed. apply\ https://t.co/zgawqqa8ud',0
b' // abuse c!tommy abuse implied c!dream neg implied c!phil crit or neg idk /DSMP /RP mkay im going through and calli\ https://t.co/ARQfc0wEKL',0
b' Lame win\up 3-0 at home and needing a shootout to get the extra point. #mnwild',0
b' henlo welcome to seokhauls !!    sparks collector (for skz svt day6)   feedbacks #salamat_seokhauls  bentables\ https://t.co/e1UA2iwh44',1
b' my uncle is staying the night /neg \ https://t.co/1t7zDXABLI',0
b' @DiscDuoUpdates neg qrts are just that song paradise but it just goes para-para-parasocial',1
"b' RT @tiffanybaldwin1: So, let me get this straight: my vaccinated high schooler was sent home bc of a headache and 99.1 temp and cannot retu\'",0
"b""@kenkariki I'm not sure on what to do with the alternator but if your battery has any corrosion on the pos or neg c\ https://t.co/dTnb45lMmX""",1
"b""// c!Phil neg c!Tommy hurt  Dude I don't understand how people think what Phil is doing is remotely useful. Like I\ https://t.co/7n9WHdXdJc""",0
b' RT @ignjaeiis: im really good at acting /neg',1
b' @nebraskangooner Yes. But its targeted at futures mostly. I was watching xrp and dydx perps chart and there was an\ https://t.co/DU9hlApNpR',1
b' yknow i just realized something lmao its tag character neg until its emerald duo',1
"b""// nazis  when you're talking to your coworker cause you think he's cool and he shows you his folder of nazi germany memes :D /neg""",0
b' No way. /neg https://t.co/zyD4KPSkcU',0
"b""So my vke: moots fr just let me post about guIu guIu and ain't  say shit . . .  THOSE MFS WERE IN MY SPOTIFY WRAPPED C'MON NOW MAN. /neg""",1
b' What this gotta do with neg ayisyen? https://t.co/KIq1HB3UQP',1
b' ugh /neg',0
b' c!phil neg //  no offense but i hope c!phil drops dead',0
b' i was sure jess would front when we dyed our hair but she didnt. i dont like triggering people out unless i need\ https://t.co/AKtcJxub7K',1
b' WAIT IS IT ACTUAL C!PHIL NEG??  NO WAIT I THOUGHT IT WAS JUST FUNSIES NOOO https://t.co/gn82GMPmey',1
"b' @Thafnine can\'t wait for ""jschlatt neg"" trending'",1
"b""@Layla892184 @NeoPagliacci Same here , I was already slim to begin with so it's so scary to be unable to eat. Could\ https://t.co/dHZHHhvG3H""",1
b' tw // dormancy  have all the alters gone into dormancy ? i cant hear anyone and ive been fronting for like 12 days by myself.. /neg',1
b' // C!sam neg /dsmp rp  Like after all the gaslight shit c!Sam pulled out today  No wonder if he did the same to c!d\ https://t.co/Ph2cf0Libb' ,0
"b' gotta love the fact that all of my cis friends think its okay to say to me ""you dont need all that to be a real man\ https://t.co/cOnvpSo2XC'",0
b' MY ORDER IS IN MANDAUE ALREADY???? /neg I WANTED IT TO COME ON LIKE DECEMBER 10 WHY IS J&amp;T SO FAST',1
b' I want to unalive myself so fking badly  The cvtting is making me annoyed now instead of the excited feeling from\ https://t.co/alI7Gxh80e',0
"b' @GNFSIMP4LIFE but those qrts are getting mad at the qrts that are being parasocial, most neg qrts are being parasocial pretty much'",1
b' @Auto_Bond Cant get into a Broadway show without proof of vaccine or a negative PCR test within 72 hrs of curtain\ https://t.co/JhzEoMGmwC',1
"b""// dsmp lore spoilers , c!sam neg  You what, I'm not done yet. Fucking c!Sam kidnapped michael, A CHILD, and used h\ https://t.co/GUw2n6X0FP""",0
b' that is so sick /neg https://t.co/ULNm3xmTyP',0
"b' c!phil neg  c!phil has a bingo card of different ideals hung on his wall, and every morning his shoots three darts\ https://t.co/JBzzl1N92w'",0
b' getting my fourth covid test tomorrow  lets hope this ones neg too',1
"b' @1stamend310 @Logically_JC Yes, I agree and we have made life sooo complex nothing is easy anymore. But theres eno\ https://t.co/gGolzko11o'",1
b' @Staroxvia @NLRG_ @bobposting Neg me instead~  Oops do I need to send butt pics first to do that?',1
b' Holy fuck this day was a cluster /neg',0
b' @sceneparx im the priv qrt and its neg',1
b' The amount of batons that I took when I was a kid I still remember them till this day https://t.co/x28X6q0zer',1
b' @OklahomaCovid Only solution now is a booster. My parents were in town when my vaccinated &amp; mask wearing fam tested\ https://t.co/5mnI4nubho',1
b' the isles dont deserve my neg pcr test #isles',1
"b""@dreamnaplmao @ilyspnp cookie he looks like he'd call me girlie and i mean that in THE most /neg way i could possibly mean""",0
b' RT @primeboyslore: // c!phil neg  i wish c!phil did get k worded by c!dream then at least we wouldnt have to hear him give such shit advice\',0
b' the way i can recognize h.p. lovecrafts work based solely on the way women are treated in the stories is actually so sick /neg',0
b' VIPS /NEG',0
"b""@leoeli_brainrot There's a zine for that ship in 2022 bruh /neg""",1
b' RT @simonahac: @NeilJohnno @JoshFrydenberg @Barnaby_Joyce the NEG was as empty as the govts net zero action planphlet.  josh worked hard t\',1
b' im existing rn /neg',0
b' There are car reving their engines in front of me /neg',0
b' @AriAnge10437988 @SapnapLIVE no seriously and then they tag it with their little neg like grow UP lmao',0
b' OKAY USUALLY I WOULD NEVER TALK ABOUT THIS PERSECTOR BUT DECARABIAN FRONTED AND YELLED AT OUR MOM AND WAS NICE TO M\ https://t.co/Cg577Nz8s1',0
b' fuck anyone whos neg qrting this sapnap and tommy have had a duo name/been a duo for like a YEAR https://t.co/ykLFvp9nov',1
b' lil v/ the pharmacy was closed and things werent where they should be so now im spiraling /neg',0
"b' History shall treat me kindly, for I intend to neg it'",1
"b' //neg  jus wana colr and du activitiz, tird of iky'",1
"b' RT @emkay_boo: that c!sam being free from being the warden bothers me bc hes c!Dreams abuser\   // dsmp rp , abuse mention , c!sam neg'",0
b' @sanjichiban SIGH /NEG PERA WHERE (2)',0
b' //tommy neg   omg tommys lore is so good \ the lore: https://t.co/v3iBobgrZV',1
b' @GNFSIMP4LIFE You are talking about the qrts talking about the neg qrts right? The neg qrts were the ones saying pa\ https://t.co/6fenU8HHG2',1
"b""anyways, after the short interlude, back to versailles of the dead.  it's a fucking mess /neg but slightly /pos???\ https://t.co/fXI3hrEhgZ""",1
b' too many sounds and one of them is a soymr but that i hate so much it makes me cry /neg',0
b' this isnt /neg i just think its incredibly funny skfkdjdk',1
b' i am stupid and gay /neg',0
b' // abuse ment  this is c!phil neg btw.  i just dont think the immortal dude is fit to be giving his opinion on mat\ https://t.co/Z7RrMmwcVO',0
"b' RT @cdrmsbf: // c!tommy neg , possibly (?)  If c!tommy had a twitter https://t.co/XUmY6iVnYy'",0
b' sorday//neg https://t.co/xpvaNEtfbU',0
"b""i just ate half of it /neg i'll probably have the other half but i'm anxious ahhhhh https://t.co/Hm4mzhQ7BZ""",0
"b""Anyways I can't watch any more, family movie night /neg""",0
b' im so mentally unstable /neg',0
b' dont ask if its neg or pos bc idk',1
b' @R4nmail_Updates i can tell the neg qrts and comments are new whos gonna tell them sap and tommy were one of the first duos on the server ',1
b' my grandma is making more cookies  /neg',1
"b' !NEW ALTER! Monika She/It/Glitch  18 Questioning /Neg triggers: Bad ending, club members deaths /Pos triggers: wri\ https://t.co/HlYb77c51g'",1
b' //JWCC s4 neg . . . . What Ben said after watching yknow what did not match with what he said right after.. like he\ https://t.co/R8DnELqT4s',0
b' @bitesizedbeetle maybe wilbur but like. in a /neg way lmao',0
b' my other ex is literally gaslighting me ? /neg /neg',0
"b""@clervaIstein ok that's actually...what /neg https://t.co/60OBMOQVB6""",0
b' @RgTre_AintNoBae  Im not even gonna be here for Christmas I was just putting it up for my neg but he doesnt care ',0
b' RT @isaamsmrts: / c!Sam neg  /rp/dsmp C!Sam istg makes me want to scream And I am going to rain hellfire if I see aNOTHER BITCH say that c!\',0
b' c!phil neg   cphil apologists are among us. be safe. https://t.co/kzcZKkY1Z7',0
"b""so i'm catching up on tonight's lore and so far here are my thoughts:  c!dream /neg what the shit is wrong with you\ https://t.co/4I9UogoS7x""",0
b' @garliic_bred ikr /gen /neg /genq /srs dude chill a bit',1
"b' *ahem* if you dont tag character/cc neg/hurt or death, you suck ass. it is not that hard to tag shit'",0
b' @tartagaliaaa @QiqiHatesYou_ // why would i be jealous of ginger lovers childe is so /neg /lhj',1
"b' Feel free to respond! Everyone who replies, just know that I am not trying to come off as /neg. To the op, I hope y\ https://t.co/qIpss4C7kV'",1
b' @ddale8 The ol double neg.',1
b' @nursekelsey @MissNicoletta Ps check on Norways superspreader event. Vaccination AND neg Covid test required for a\ https://t.co/2n6RrJE8WJ',1
"b' Not /neg to this person but theres a lot of misinformation in this thread. Firstly, I think its grossly invalidat\ https://t.co/9TBku1lGsj'",1
"b' // dsmp lore spoilers , rp , c!sapnap neg , c!sam neg , c!Tommy neg , c!philza neg  Alright, lore rant time. Starti\ https://t.co/QuNgBx1OBd'",0
b' // c!sam neg  fuck c!sam i hate him HE LITERALY HD NO REASOJ TO KILL C!RANBOO BZJQNDWJVWKFJWKKW',0
b' you ever have a since I saw vienna on repeat /neg day',1
"b' sometimes i call my pets ""stinky /j"", sometimes i call them ""stinky /srs"". stinky /pos, stinky /neg if you will'",0
b' Bbhs yt chat /neg very neg so neg that it makes me want to slide around ice until my ass is that numb up till it falls out',0
"b' // c!Phil death , c!phil neg  When c!phil dies  https://t.co/7zmBbA5dP5'",0
b' People thirst over Murdocs dad\ /neg',1
b' people have been so judgmental of how others interpret some dsmp characters lately everytime i mention some headcan\ https://t.co/U59eBshsDM',1
b' @mmmgingerale Pqrt is me not neg',0
"b' @ascanius_j if this reply is /neg, the og is meant to be /gen hehe and yes i do think braces are cute bcs they are sparkly'",1
b' // c!phil neg   C!phil would tell me my bpd is just teenage mood swings /rp/dsmp',1
"b' @casinonap // abuse , rp , C!Phil neg  You can take it, youre stronger than you think  Hes a 17 year old with\ https://t.co/4ZqxYVSUAV'",1
b' RT @AmRatJesus: @rainymoonbows My wisdom is to shut the fuck up about some things and just enjoy whatever tf you wanna  Tag neg for charact\',1
b' @BUNNIC4KE also tag character neg m8',1
b' i looked like this a year ago /neg https://t.co/HvYyWjxEWG',1
"b' my own brother wants me dead, LOL!! /neg \  /dsmp rp'",0
b' The way Antfrost does a lore stream and people only care about C!Sam and C!Bad /neg',1
b' @rxbxticsage // c!sam neg   Very true fuvk all the other c!sams Sam nook is the best',1
"b""Not scolling down anymore after sometime it's starts to be real neg""",1
b' If I get ill from stress Im gonna be so mad /neg',0
b' My results came back neg thankfully.',1
"b' // c!tommy neg ( in ss ) , abuse ment  how do you break free of a mindset that your abuser set on you IF YOUR ABUSE\ https://t.co/B2hRRmWOzD'",1
b' my story in two parts. /neg https://t.co/oTab584MUr',1
b' RT @BambiDork: david is a pissbaby /neg',0
b' @frog_guilty white people /neg',0
b' yall i hopped on twitter for two minutes because i was sad- all i got was goddamn lore updates THIS ISNT HELPING/j/neg',0
"b' RT @cheleyt: Cmon &amp; join me up in #hendersonville #tn 12/11 for a fun, festive holiday house concert.  Ugly sweater contest! Door prizes!\'",1
b' I really wanted to see him /neg',1
b' @rainymoonbows My wisdom is to shut the fuck up about some things and just enjoy whatever tf you wanna  Tag neg for\ https://t.co/UfP9cRrYWT',1
b' RT @enderiian: // c!sam neg   HE KIDNAPPED A CHILD ND KILLED AN INNOCENT MAN HE DESERVES TO FEEL GUILTY. HE DESERVES IT HE DESERVES IT HE D\',0
b' i was wondering whyi was unfollowed to old moots and we were quite close then i remembered they were flooding niki neg on my timeline ',1
b' @majinmoths Is that/pos or /neg  /pos bc u cant take the exams sick right? Or /neg because u have to take them later-',1
b' // c!tommy neg  MF WHAT. ?????? https://t.co/fTXyf9yXNn',0
b' RT @benchtwtcomfort: // c!sam neg  FUCK C!SAM HOLY FUCK. FUCK YOU FUCK YOU FUCK YOU',0
b' feeling mentally ill /neu but mostly /neg but im not gonna do anything bad so dw abt me',0
b' ever feel so overwhelmed you cant do anything but sit there and cry bc rn same :) /neg',0
"b""RT @sunstar_sys: @emkay_boo // c!sam neg , c!sam crit , dsmp , rp  i want to bite c!sam because the fucking bastard won't stop lying to eve\""",0
"b' RT @emkay_boo: @sunstar_sys Yeah, thats what frustrates me about him. Hes still covering up what he allowed to happen to c!Dream Bc he kn\'",0
"b' // c!tommy neg , possibly (?)  If c!tommy had a twitter https://t.co/XUmY6iVnYy'",1
"b""// c!ranboo death, c!sam neg  I'M STILL SO MAD JUST UGHRHYBYN C!SAM DIDN'T EVEN HAVE A REASON TO KILL C! RANBOO IT\ https://t.co/9TEb9Gmlw0""",0
b' @Whyenn_Reader woah that happened to me too!  crazy /neg',1
"b' RT @HoteIduo: // c!Phil neg , c!Dream neg  Im not sry for the c!phil hate  I probably dislike him more than  c!dream'",0
b' @mImcaIs ily george also its fine tbh it wouldnt bother me that much this isnt really a neg tweet unless its a\ https://t.co/luiskAHD9Q',1
"b' i looked at my moms checklist that could get me an adhd diagnosis and most of it was ""not at all"" /neg'",1
"b""I'm sad :( I really wanted to see them this sunday but they can't come over /neg""",1
b' @NeilJohnno @JoshFrydenberg @Barnaby_Joyce the NEG was as empty as the govts net zero action planphlet.  josh work\ https://t.co/NzrOfIpktP',1
"b' @sunstar_sys Yeah, thats what frustrates me about him. Hes still covering up what he allowed to happen to c!Dream\ https://t.co/bFePoVnnwT'",0
b' @mvnchin is that pos or neg? :0',1
